acc_a	acc_b	wgs_dist	brad_dist	s16_dist
GCA_002850315	GCA_006094375	0.16055	0.13737	0.01384
GCA_002850315	GCA_006742205	0.15137	0.13454	0.02787
GCA_002850315	GCA_009685135	0.05135	0.06248	0.04210
GCA_002850315	GCA_019329245	0.06056	0.05467	0.00000
GCA_002850315	GCA_019329365	0.06056	0.05467	0.02787
GCA_002850315	GCA_019329405	0.06056	0.05467	0.02787
GCA_002850315	GCA_019329425	0.06818	0.06880	0.02787
GCA_002850315	GCA_019329505	0.06056	0.05467	0.00000
GCA_002850315	GCA_019329525	0.05858	0.05467	0.00000
GCA_002850315	GCA_019329545	0.06056	0.05467	0.00000
GCA_002850315	GCA_019329565	0.06056	0.05467	0.00000
GCA_002850315	GCA_019329585	0.06056	0.05467	0.02787
GCA_002850315	GCA_019329605	0.06056	0.05467	0.00000
GCA_002850315	GCA_019329645	0.06056	0.05467	0.02787
GCA_002850315	GCA_019329665	0.06981	0.05619	0.02787
GCA_002850315	GCA_019329685	0.05858	0.05467	0.02787
GCA_002850315	GCA_019329705	0.05878	0.05467	0.02787
GCA_002850315	GCA_019329745	0.06275	0.05619	0.00000
GCA_002850315	GCA_019329785	0.06056	0.05467	0.02787
GCA_002850315	GCA_019330105	0.06076	0.05467	0.05654
GCA_002850315	GCA_019330145	0.06076	0.05467	0.00000
GCA_002850315	GCA_019330165	0.06056	0.05467	0.02787
GCA_002850315	GCA_019330185	0.06076	0.05467	0.00000
GCA_002850315	GCA_019330225	0.06056	0.05467	0.00000
GCA_002850315	GCA_019330245	0.06056	0.05467	0.00000
GCA_002850315	GCA_019787665	0.06056	0.05467	0.00000
GCA_002850315	GCA_024204785	0.07267	0.06651	0.00000
GCA_002850315	GCA_031326165	0.06215	0.06365	0.01384
GCA_002850315	GCA_045786335	0.08604	0.07585	0.00000
GCA_002850315	GCA_045928505	0.07452	0.06706	0.02787
GCA_002850315	GCA_045933105	0.08371	0.07472	0.00000
GCA_002850315	GCA_045934295	0.10661	0.11445	0.05585
GCA_002850315	GCA_045935645	0.08604	0.07585	0.00000
GCA_002850315	GCA_045936855	0.08392	0.07472	0.00000
GCA_002850315	GCA_045937745	0.08371	0.07472	0.00000
GCA_002850315	GCA_045937765	0.05878	0.05892	0.02787
GCA_002850315	GCA_045938865	0.08392	0.07472	0.00000
GCA_002850315	GCA_045939555	0.08308	0.07319	0.00000
GCA_002850315	GCA_045939605	0.08435	0.07472	0.00000
GCA_002850315	GCA_045939955	0.08392	0.07472	0.00000
GCA_002850315	GCA_045940065	0.08413	0.07472	0.00000
GCA_002850315	GCA_045940075	0.08329	0.07319	0.00000
GCA_002850315	GCA_045940705	0.08392	0.07472	0.01384
GCA_002850315	GCA_045940975	0.08392	0.07472	0.01384
GCA_002850315	GCA_045942175	0.08413	0.07472	0.00000
GCA_002850315	GCA_045942415	0.08350	0.07472	0.00000
GCA_002850315	GCA_045944115	0.08413	0.07472	0.00000
GCA_002850315	GCA_900086615	0.09076	0.08224	0.00000
GCA_002850315	GCA_900638695	0.06315	0.06590	0.02787
GCA_006094375	GCA_006742205	0.01413	0.00298	0.01384
GCA_006094375	GCA_009685135	0.17500	0.15887	0.02787
GCA_006094375	GCA_019329245	0.17741	0.13804	0.01384
GCA_006094375	GCA_019329365	0.17741	0.13804	0.01384
GCA_006094375	GCA_019329405	0.17741	0.13804	0.01384
GCA_006094375	GCA_019329425	0.18365	0.14705	0.01384
GCA_006094375	GCA_019329505	0.17741	0.13804	0.01384
GCA_006094375	GCA_019329525	0.17527	0.13804	0.01384
GCA_006094375	GCA_019329545	0.17741	0.13804	0.01384
GCA_006094375	GCA_019329565	0.17741	0.13804	0.01384
GCA_006094375	GCA_019329585	0.17741	0.13804	0.01384
GCA_006094375	GCA_019329605	0.17741	0.13804	0.01384
GCA_006094375	GCA_019329645	0.17741	0.13804	0.01384
GCA_006094375	GCA_019329665	0.18611	0.13991	0.01384
GCA_006094375	GCA_019329685	0.17527	0.13804	0.01384
GCA_006094375	GCA_019329705	0.17553	0.13804	0.01384
GCA_006094375	GCA_019329745	0.17930	0.13991	0.01384
GCA_006094375	GCA_019329785	0.17741	0.13804	0.01384
GCA_006094375	GCA_019330105	0.17795	0.13804	0.04210
GCA_006094375	GCA_019330145	0.17768	0.13804	0.01384
GCA_006094375	GCA_019330165	0.17741	0.13804	0.01384
GCA_006094375	GCA_019330185	0.17768	0.13804	0.01384
GCA_006094375	GCA_019330225	0.17741	0.13804	0.01384
GCA_006094375	GCA_019330245	0.17768	0.13804	0.01384
GCA_006094375	GCA_019787665	0.17741	0.13804	0.01384
GCA_006094375	GCA_024204785	0.16732	0.14668	0.01384
GCA_006094375	GCA_031326165	0.17768	0.14668	0.00000
GCA_006094375	GCA_045786335	0.18804	0.15647	0.01384
GCA_006094375	GCA_045928505	0.17741	0.15132	0.01384
GCA_006094375	GCA_045933105	0.18556	0.15229	0.01384
GCA_006094375	GCA_045934295	0.14760	0.14764	0.04142
GCA_006094375	GCA_045935645	0.18804	0.15647	0.01384
GCA_006094375	GCA_045936855	0.18584	0.15229	0.01384
GCA_006094375	GCA_045937745	0.18556	0.15229	0.01384
GCA_006094375	GCA_045937765	0.17553	0.14608	0.01384
GCA_006094375	GCA_045938865	0.18584	0.15229	0.01384
GCA_006094375	GCA_045939555	0.18501	0.15043	0.01384
GCA_006094375	GCA_045939605	0.18639	0.15229	0.01384
GCA_006094375	GCA_045939955	0.18584	0.15229	0.01384
GCA_006094375	GCA_045940065	0.18611	0.15229	0.01384
GCA_006094375	GCA_045940075	0.18529	0.15043	0.01384
GCA_006094375	GCA_045940705	0.18584	0.15229	0.02787
GCA_006094375	GCA_045940975	0.18584	0.15229	0.02787
GCA_006094375	GCA_045942175	0.18611	0.15229	0.01384
GCA_006094375	GCA_045942415	0.18529	0.15229	0.01384
GCA_006094375	GCA_045944115	0.18611	0.15229	0.01384
GCA_006094375	GCA_900086615	0.19332	0.16292	0.01384
GCA_006094375	GCA_900638695	0.18147	0.15036	0.01384
GCA_006742205	GCA_009685135	0.16601	0.15604	0.01384
GCA_006742205	GCA_019329245	0.16679	0.13517	0.02787
GCA_006742205	GCA_019329365	0.16679	0.13517	0.02787
GCA_006742205	GCA_019329405	0.16705	0.13517	0.02787
GCA_006742205	GCA_019329425	0.17446	0.14420	0.02787
GCA_006742205	GCA_019329505	0.16679	0.13517	0.02787
GCA_006742205	GCA_019329525	0.16522	0.13517	0.02787
GCA_006742205	GCA_019329545	0.16679	0.13517	0.02787
GCA_006742205	GCA_019329565	0.16679	0.13517	0.02787
GCA_006742205	GCA_019329585	0.16679	0.13517	0.02787
GCA_006742205	GCA_019329605	0.16679	0.13517	0.02787
GCA_006742205	GCA_019329645	0.16679	0.13517	0.02787
GCA_006742205	GCA_019329665	0.17687	0.13703	0.02787
GCA_006742205	GCA_019329685	0.16522	0.13517	0.02787
GCA_006742205	GCA_019329705	0.16548	0.13517	0.02787
GCA_006742205	GCA_019329745	0.16889	0.13703	0.02787
GCA_006742205	GCA_019329785	0.16679	0.13517	0.02787
GCA_006742205	GCA_019330105	0.16705	0.13517	0.02787
GCA_006742205	GCA_019330145	0.16679	0.13517	0.02787
GCA_006742205	GCA_019330165	0.16679	0.13517	0.02787
GCA_006742205	GCA_019330185	0.16705	0.13517	0.02787
GCA_006742205	GCA_019330225	0.16679	0.13517	0.02787
GCA_006742205	GCA_019330245	0.16679	0.13517	0.02787
GCA_006742205	GCA_019787665	0.16679	0.13517	0.02787
GCA_006742205	GCA_024204785	0.15670	0.14386	0.02787
GCA_006742205	GCA_031326165	0.16837	0.14386	0.01384
GCA_006742205	GCA_045786335	0.18065	0.15369	0.02787
GCA_006742205	GCA_045928505	0.16679	0.14848	0.02787
GCA_006742205	GCA_045933105	0.17795	0.14949	0.02787
GCA_006742205	GCA_045934295	0.13773	0.14483	0.02787
GCA_006742205	GCA_045935645	0.18065	0.15369	0.02787
GCA_006742205	GCA_045936855	0.17822	0.14949	0.02787
GCA_006742205	GCA_045937745	0.17795	0.14949	0.02787
GCA_006742205	GCA_045937765	0.16653	0.14321	0.02787
GCA_006742205	GCA_045938865	0.17822	0.14949	0.02787
GCA_006742205	GCA_045939555	0.17741	0.14764	0.02787
GCA_006742205	GCA_045939605	0.17849	0.14949	0.02787
GCA_006742205	GCA_045939955	0.17822	0.14949	0.02787
GCA_006742205	GCA_045940065	0.17822	0.14949	0.02787
GCA_006742205	GCA_045940075	0.17768	0.14764	0.02787
GCA_006742205	GCA_045940705	0.17822	0.14949	0.04210
GCA_006742205	GCA_045940975	0.17822	0.14949	0.04210
GCA_006742205	GCA_045942175	0.17822	0.14949	0.02787
GCA_006742205	GCA_045942415	0.17795	0.14949	0.02787
GCA_006742205	GCA_045944115	0.17822	0.14949	0.02787
GCA_006742205	GCA_900086615	0.18556	0.16016	0.02787
GCA_006742205	GCA_900638695	0.17048	0.14751	0.02787
GCA_009685135	GCA_019329245	0.04540	0.06490	0.04210
GCA_009685135	GCA_019329365	0.04540	0.06490	0.04210
GCA_009685135	GCA_019329405	0.04540	0.06490	0.04210
GCA_009685135	GCA_019329425	0.05212	0.07620	0.04210
GCA_009685135	GCA_019329505	0.04540	0.06490	0.04210
GCA_009685135	GCA_019329525	0.04313	0.06490	0.04210
GCA_009685135	GCA_019329545	0.04540	0.06490	0.04210
GCA_009685135	GCA_019329565	0.04540	0.06490	0.04210
GCA_009685135	GCA_019329585	0.04540	0.06490	0.04210
GCA_009685135	GCA_019329605	0.04540	0.06490	0.04210
GCA_009685135	GCA_019329645	0.04540	0.06490	0.04210
GCA_009685135	GCA_019329665	0.05465	0.06646	0.04210
GCA_009685135	GCA_019329685	0.04313	0.06490	0.04210
GCA_009685135	GCA_019329705	0.04332	0.06490	0.04210
GCA_009685135	GCA_019329745	0.04769	0.06354	0.04210
GCA_009685135	GCA_019329785	0.04540	0.06490	0.04210
GCA_009685135	GCA_019330105	0.04578	0.06490	0.01384
GCA_009685135	GCA_019330145	0.04578	0.06490	0.04210
GCA_009685135	GCA_019330165	0.04540	0.06490	0.04210
GCA_009685135	GCA_019330185	0.04559	0.06490	0.04210
GCA_009685135	GCA_019330225	0.04540	0.06490	0.04210
GCA_009685135	GCA_019330245	0.04559	0.06490	0.04210
GCA_009685135	GCA_019787665	0.04540	0.06490	0.04210
GCA_009685135	GCA_024204785	0.05251	0.05094	0.04210
GCA_009685135	GCA_031326165	0.04578	0.06230	0.02787
GCA_009685135	GCA_045786335	0.06295	0.06880	0.04210
GCA_009685135	GCA_045928505	0.05779	0.07734	0.04210
GCA_009685135	GCA_045933105	0.06115	0.06766	0.04210
GCA_009685135	GCA_045934295	0.14685	0.14970	0.04210
GCA_009685135	GCA_045935645	0.06295	0.06880	0.04210
GCA_009685135	GCA_045936855	0.06135	0.06766	0.04210
GCA_009685135	GCA_045937745	0.06115	0.06766	0.04210
GCA_009685135	GCA_045937765	0.04068	0.06627	0.04210
GCA_009685135	GCA_045938865	0.06135	0.06766	0.04210
GCA_009685135	GCA_045939555	0.06135	0.06614	0.04210
GCA_009685135	GCA_045939605	0.06175	0.06766	0.04210
GCA_009685135	GCA_045939955	0.06135	0.06766	0.04210
GCA_009685135	GCA_045940065	0.06155	0.06766	0.04210
GCA_009685135	GCA_045940075	0.06155	0.06614	0.04210
GCA_009685135	GCA_045940705	0.06135	0.06766	0.02787
GCA_009685135	GCA_045940975	0.06135	0.06766	0.02787
GCA_009685135	GCA_045942175	0.06155	0.06766	0.04210
GCA_009685135	GCA_045942415	0.06096	0.06766	0.04210
GCA_009685135	GCA_045944115	0.06155	0.06766	0.04210
GCA_009685135	GCA_900086615	0.07021	0.07522	0.04210
GCA_009685135	GCA_900638695	0.05368	0.07620	0.04210
GCA_019329245	GCA_019329365	0.00000	0.00000	0.02787
GCA_019329245	GCA_019329405	0.00033	0.00000	0.02787
GCA_019329245	GCA_019329425	0.00861	0.01667	0.02787
GCA_019329245	GCA_019329505	0.00000	0.00000	0.00000
GCA_019329245	GCA_019329525	0.00217	0.00000	0.00000
GCA_019329245	GCA_019329545	0.00000	0.00000	0.00000
GCA_019329245	GCA_019329565	0.00000	0.00000	0.00000
GCA_019329245	GCA_019329585	0.00000	0.00000	0.02787
GCA_019329245	GCA_019329605	0.00000	0.00000	0.00000
GCA_019329245	GCA_019329645	0.00000	0.00000	0.02787
GCA_019329245	GCA_019329665	0.00895	0.00139	0.02787
GCA_019329245	GCA_019329685	0.00217	0.00000	0.02787
GCA_019329245	GCA_019329705	0.00234	0.00000	0.02787
GCA_019329245	GCA_019329745	0.00217	0.00139	0.00000
GCA_019329245	GCA_019329785	0.00000	0.00000	0.02787
GCA_019329245	GCA_019330105	0.00033	0.00000	0.05654
GCA_019329245	GCA_019330145	0.00033	0.00000	0.00000
GCA_019329245	GCA_019330165	0.00000	0.00000	0.02787
GCA_019329245	GCA_019330185	0.00017	0.00000	0.00000
GCA_019329245	GCA_019330225	0.00000	0.00000	0.00000
GCA_019329245	GCA_019330245	0.00017	0.00000	0.00000
GCA_019329245	GCA_019787665	0.00000	0.00000	0.00000
GCA_019329245	GCA_024204785	0.05799	0.06028	0.00000
GCA_019329245	GCA_031326165	0.04674	0.05740	0.01384
GCA_019329245	GCA_045786335	0.07062	0.06400	0.00000
GCA_019329245	GCA_045928505	0.04559	0.03206	0.02787
GCA_019329245	GCA_045933105	0.06435	0.05995	0.00000
GCA_019329245	GCA_045934295	0.15517	0.14875	0.05585
GCA_019329245	GCA_045935645	0.07062	0.06400	0.00000
GCA_019329245	GCA_045936855	0.06455	0.05995	0.00000
GCA_019329245	GCA_045937745	0.06435	0.05995	0.00000
GCA_019329245	GCA_045937765	0.02257	0.00973	0.02787
