acc_a	acc_b	wgs_dist	brad_dist	s16_dist
GCA_000240185	GCA_002156725	0.12763	0.10977	0.03937
GCA_000240185	GCA_002156745	0.23347	0.23138	0.03937
GCA_000240185	GCA_002202195	0.21306	0.21617	0.03937
GCA_000240185	GCA_002903005	0.30394	0.28934	0.05388
GCA_000240185	GCA_011045595	0.26665	0.26178	0.05458
GCA_000240185	GCA_011066505	0.09248	0.06981	0.02506
GCA_000240185	GCA_017809835	0.09248	0.07493	0.03937
GCA_000240185	GCA_018128465	0.14835	0.13015	0.04005
GCA_000240185	GCA_018604345	0.29609	0.28947	0.02573
GCA_000240185	GCA_019823765	0.09597	0.07377	0.02506
GCA_000240185	GCA_019823805	0.09597	0.07377	0.02506
GCA_000240185	GCA_019823835	0.10977	0.08354	0.02506
GCA_000240185	GCA_019823875	0.09422	0.07053	0.02506
GCA_000240185	GCA_019823915	0.10683	0.08432	0.02506
GCA_000240185	GCA_019823935	0.10886	0.08374	0.02506
GCA_000240185	GCA_020911805	0.28045	0.28199	0.06157
GCA_000240185	GCA_022699305	0.28526	0.26155	0.03937
GCA_000240185	GCA_022699345	0.28560	0.26054	0.03937
GCA_000240185	GCA_022749215	0.28457	0.26130	0.03937
GCA_000240185	GCA_023913575	0.28768	0.29369	0.03937
GCA_000240185	GCA_024346895	0.09400	0.07429	0.02506
GCA_000240185	GCA_024496165	0.10303	0.08320	0.03937
GCA_000240185	GCA_027595645	0.12716	0.11374	0.04694
GCA_000240185	GCA_027942195	0.09794	0.07780	0.06575
GCA_000240185	GCA_027942215	0.11113	0.08632	0.05213
GCA_000240185	GCA_028471925	0.09816	0.08399	0.03937
GCA_000240185	GCA_030845935	0.26040	0.25590	0.03937
GCA_000240185	GCA_040047695	0.10977	0.08254	0.03937
GCA_000240185	GCA_043187905	0.09618	0.07764	0.09353
GCA_000240185	GCA_046619595	0.28907	0.28708	0.02506
GCA_000240185	GCA_048961785	0.24815	0.25334	0.06932
GCA_000240185	GCA_048961795	0.24784	0.25365	0.01362
GCA_000240185	GCA_050156185	0.09772	0.06683	0.03937
GCA_000240185	GCA_050809835	0.10147	0.08051	0.02506
GCA_000240185	GCA_052906805	0.15593	4.20842	0.03937
GCA_000240185	GCA_054693465	0.09184	0.07379	0.03937
GCA_000240185	GCA_055901155	0.14313	0.13485	0.02844
GCA_000240185	GCA_057220915	0.13337	4.34055	0.02506
GCA_000240185	GCA_057812305	0.09313	0.07020	0.03937
GCA_000240185	GCA_058145555	0.08904	0.07332	0.03937
GCA_000240185	GCA_058145595	0.08904	0.07358	0.03937
GCA_000240185	GCA_058145615	0.08904	0.07332	0.03937
GCA_000240185	GCA_058145635	0.08904	0.07400	0.03937
GCA_000240185	GCA_963854595	0.25942	0.26337	0.02573
GCA_002156725	GCA_002156745	0.22736	0.22539	0.04244
GCA_002156725	GCA_002202195	0.24373	0.23595	0.04244
GCA_002156725	GCA_002903005	0.29292	0.28651	0.04038
GCA_002156725	GCA_011045595	0.27840	0.27143	0.02810
GCA_002156725	GCA_011066505	0.11433	0.09704	0.01395
GCA_002156725	GCA_017809835	0.12977	0.11194	0.02810
GCA_002156725	GCA_018128465	0.17074	0.15912	0.04038
GCA_002156725	GCA_018604345	0.28045	0.27219	0.04038
GCA_002156725	GCA_019823765	0.11917	0.09811	0.01395
GCA_002156725	GCA_019823805	0.11917	0.09811	0.01395
GCA_002156725	GCA_019823835	0.12716	0.10541	0.01395
GCA_002156725	GCA_019823875	0.11456	0.09587	0.01395
GCA_002156725	GCA_019823915	0.11364	0.09846	0.01395
GCA_002156725	GCA_019823935	0.12597	0.10457	0.01395
GCA_002156725	GCA_020911805	0.26765	0.26497	0.05004
GCA_002156725	GCA_022699305	0.28011	0.26325	0.00000
GCA_002156725	GCA_022699345	0.28113	0.26256	0.00000
GCA_002156725	GCA_022749215	0.27977	0.26301	0.00000
GCA_002156725	GCA_023913575	0.27977	0.29086	0.02810
GCA_002156725	GCA_024346895	0.11594	0.09849	0.01395
GCA_002156725	GCA_024496165	0.11686	0.10566	0.02810
GCA_002156725	GCA_027595645	0.01920	0.02074	0.06261
GCA_002156725	GCA_027942195	0.11709	0.10401	0.02537
GCA_002156725	GCA_027942215	0.12268	0.10398	0.01227
GCA_002156725	GCA_028471925	0.12314	0.11479	0.02810
GCA_002156725	GCA_030845935	0.27232	0.27116	0.02606
GCA_002156725	GCA_040047695	0.14735	0.12242	0.02810
GCA_002156725	GCA_043187905	0.11617	0.10281	0.08164
GCA_002156725	GCA_046619595	0.27232	0.26660	0.01395
GCA_002156725	GCA_048961785	0.22979	0.24507	0.06965
GCA_002156725	GCA_048961795	0.22979	0.24538	0.04038
GCA_002156725	GCA_050156185	0.11640	0.09248	0.02810
GCA_002156725	GCA_050809835	0.11686	0.10732	0.01395
GCA_002156725	GCA_052906805	0.18174	4.78517	0.02810
GCA_002156725	GCA_054693465	0.11181	0.09548	0.02810
GCA_002156725	GCA_055901155	0.15390	0.15555	0.04038
GCA_002156725	GCA_057220915	0.14486	5.59471	0.01395
GCA_002156725	GCA_057812305	0.10661	0.09086	0.05491
GCA_002156725	GCA_058145555	0.09162	0.08895	0.02810
