acc_a	acc_b	wgs_dist	brad_dist	s16_dist
GCA_000013425	GCA_001027105	0.03398	0.01968	0.02716
GCA_000013425	GCA_001515685	0.12408	0.12107	0.02548
GCA_000013425	GCA_001515745	0.12810	0.12282	0.02481
GCA_000013425	GCA_001641025	0.15952	0.14985	0.02716
GCA_000013425	GCA_001641045	0.16236	0.15316	0.02716
GCA_000013425	GCA_002097595	0.14338	0.14066	0.01316
GCA_000013425	GCA_002895385	0.14835	0.14096	0.03761
GCA_000013425	GCA_003264815	0.15137	0.14624	0.02716
GCA_000013425	GCA_003945425	0.21306	0.25019	0.01316
GCA_000013425	GCA_004136255	0.14835	0.15082	0.04137
GCA_000013425	GCA_006094915	0.03380	0.01968	0.01316
GCA_000013425	GCA_006364675	0.03528	0.01968	0.01316
GCA_000013425	GCA_022832755	0.12858	0.13193	0.02716
GCA_000013425	GCA_022869625	0.03398	0.01968	0.01316
GCA_000013425	GCA_026167765	0.02941	0.01763	0.02716
GCA_000013425	GCA_026625205	0.14635	0.14066	0.02716
GCA_000013425	GCA_026625225	0.14586	0.14066	0.02716
GCA_000013425	GCA_026625265	0.14961	0.14463	0.02716
GCA_000013425	GCA_026625305	0.16107	0.15185	0.04137
GCA_000013425	GCA_026625365	0.14586	0.14264	0.02716
GCA_000013425	GCA_030252695	0.14338	0.14295	0.04137
GCA_000013425	GCA_030252735	0.14660	0.14469	0.04137
GCA_000013425	GCA_030252755	0.15593	0.14791	0.04137
GCA_000013425	GCA_037039295	0.15952	0.15285	0.02716
GCA_000013425	GCA_037039325	0.15849	0.14624	0.02716
GCA_000013425	GCA_041531615	0.21424	0.25303	0.02716
GCA_000013425	GCA_044789125	0.04923	0.04556	0.02716
GCA_000013425	GCA_045345275	0.15849	0.14822	0.04137
GCA_000013425	GCA_045679535	0.15772	0.14723	0.07039
GCA_000013425	GCA_045790345	0.13385	0.12656	0.04137
GCA_000013425	GCA_045791695	0.40859	0.50279	0.02749
GCA_000013425	GCA_045862735	0.14338	0.14921	0.04137
GCA_000013425	GCA_049314975	0.20551	0.24546	0.02716
GCA_000013425	GCA_050881725	0.14685	0.13996	0.01316
GCA_000013425	GCA_054906605	0.15798	0.14550	0.02716
GCA_000013425	GCA_054906615	0.15798	0.14550	0.02716
GCA_000013425	GCA_054906625	0.15036	0.14056	0.02716
GCA_000013425	GCA_056820065	0.14091	0.14593	0.02716
GCA_000013425	GCA_056820105	0.14910	0.14985	0.04137
GCA_000013425	GCA_057074175	0.12361	0.11879	0.02716
GCA_000013425	GCA_057074205	0.12361	0.11879	0.02716
GCA_000013425	GCA_057074225	0.12361	0.11879	0.04137
GCA_000013425	GCA_057077345	0.06798	0.05787	0.01316
GCA_000013425	GCA_057077355	0.06798	0.05987	0.01316
GCA_000013425	GCA_900607265	0.15695	0.14723	0.01316
GCA_000013425	GCA_900607305	0.15111	0.14287	0.02716
GCA_000013425	GCA_900620245	0.15849	0.14822	0.04137
GCA_001027105	GCA_001515685	0.12668	0.12543	0.02616
GCA_001027105	GCA_001515745	0.13265	0.13411	0.02549
GCA_001027105	GCA_001641025	0.14785	0.14518	0.00000
GCA_001027105	GCA_001641045	0.15415	0.14854	0.00000
GCA_001027105	GCA_002097595	0.14116	0.14287	0.01383
GCA_001027105	GCA_002895385	0.14885	0.14087	0.03832
GCA_001027105	GCA_003264815	0.14116	0.14156	0.00000
GCA_001027105	GCA_003945425	0.21837	0.25859	0.01383
GCA_001027105	GCA_004136255	0.13798	0.14613	0.01383
GCA_001027105	GCA_006094915	0.00033	0.00000	0.01383
GCA_001027105	GCA_006364675	0.00150	0.00000	0.01383
GCA_001027105	GCA_022832755	0.12787	0.12475	0.00000
GCA_001027105	GCA_022869625	0.00000	0.00000	0.01383
