acc_a	acc_b	wgs_dist	brad_dist	s16_dist
GCA_000738045	GCA_000738065	0.27569	0.29931	0.01402
GCA_000738045	GCA_001274835	0.30179	0.35247	0.17683
GCA_000738045	GCA_001640865	0.28353	0.33742	0.00000
GCA_000738045	GCA_013009555	0.27637	0.34475	0.00000
GCA_000738045	GCA_013009675	0.28664	0.33492	0.00000
GCA_000738045	GCA_013009875	0.28595	0.33438	0.00000
GCA_000738045	GCA_013010095	0.28595	0.33408	0.00000
GCA_000738045	GCA_013010255	0.30610	0.35004	0.00000
GCA_000738045	GCA_013010365	0.30610	0.35004	0.00000
GCA_000738045	GCA_018292105	0.30864	0.35223	0.00000
GCA_000738045	GCA_025146415	0.27637	0.34529	0.02856
GCA_000738045	GCA_025916455	0.26898	0.30471	0.00000
GCA_000738045	GCA_902387545	0.30179	0.35247	0.17683
GCA_000738065	GCA_001274835	0.08034	0.10266	0.19359
GCA_000738065	GCA_001640865	0.21719	0.26976	0.01402
GCA_000738065	GCA_013009555	0.25844	0.32715	0.01402
GCA_000738065	GCA_013009675	0.24436	0.30732	0.01402
GCA_000738065	GCA_013009875	0.24341	0.30764	0.01402
GCA_000738065	GCA_013010095	0.24404	0.30818	0.01402
GCA_000738065	GCA_013010255	0.07742	0.09654	0.01402
GCA_000738065	GCA_013010365	0.07721	0.09654	0.01402
GCA_000738065	GCA_018292105	0.28011	0.33397	0.01402
GCA_000738065	GCA_025146415	0.25844	0.32684	0.04298
GCA_000738065	GCA_025916455	0.21956	0.26905	0.01402
GCA_000738065	GCA_902387545	0.08034	0.10266	0.19359
GCA_001274835	GCA_001640865	0.23966	0.30124	0.17683
GCA_001274835	GCA_013009555	0.27400	0.34344	0.17683
GCA_001274835	GCA_013009675	0.25391	0.31154	0.17683
GCA_001274835	GCA_013009875	0.25295	0.31101	0.17683
GCA_001274835	GCA_013010095	0.25359	0.31154	0.17683
GCA_001274835	GCA_013010255	0.09838	0.12263	0.17683
GCA_001274835	GCA_013010365	0.09816	0.12263	0.17683
GCA_001274835	GCA_018292105	0.30502	0.37187	0.17683
GCA_001274835	GCA_025146415	0.27400	0.34314	0.19619
GCA_001274835	GCA_025916455	0.24657	0.30007	0.17683
GCA_001274835	GCA_902387545	0.00000	0.00000	0.00000
