acc_a	acc_b	wgs_dist	brad_dist	s16_dist
GCA_000006945	GCA_000007545	0.37030	0.45440	0.07873
GCA_000006945	GCA_000743055	0.03491	0.02376	0.01226
GCA_000006945	GCA_001558355	0.00000	0.00000	0.03042
GCA_000006945	GCA_003325135	0.39928	0.49185	0.08626
GCA_000006945	GCA_006365335	0.00067	0.00000	0.02636
GCA_000006945	GCA_006969245	0.30179	0.38107	0.09564
GCA_000006945	GCA_009729915	0.37487	0.47086	0.07413
GCA_000006945	GCA_009930675	0.06737	0.04486	0.10576
GCA_000006945	GCA_014334155	0.01187	0.00720	0.00000
GCA_000006945	GCA_014334215	0.07888	0.05737	0.03792
GCA_000006945	GCA_015565735	0.34964	0.44738	0.05935
GCA_000006945	GCA_016028495	0.00033	0.00174	0.05517
GCA_000006945	GCA_018460045	0.08097	0.05804	0.05517
GCA_000006945	GCA_020736345	0.06636	0.04724	0.05656
GCA_000006945	GCA_021474245	0.08223	0.05378	0.01226
GCA_000006945	GCA_021474285	0.08350	0.05973	0.02636
GCA_000006945	GCA_022533545	0.27806	0.33589	0.04066
GCA_000006945	GCA_022869965	0.00000	0.00000	0.05517
GCA_000006945	GCA_022870685	0.08076	0.05450	0.02636
GCA_000006945	GCA_023330725	0.08181	0.05823	0.02636
GCA_000006945	GCA_023330805	0.08308	0.05973	0.02636
GCA_000006945	GCA_023330845	0.08904	0.06365	0.02636
GCA_000006945	GCA_024364865	0.08139	0.05820	0.01226
GCA_000006945	GCA_024364905	0.08202	0.05820	0.01226
GCA_000006945	GCA_024364925	0.06636	0.04276	0.01226
GCA_000006945	GCA_024364945	0.06859	0.04497	0.01226
GCA_000006945	GCA_024365005	0.08013	0.05556	0.01226
GCA_000006945	GCA_028551175	0.08562	0.05525	0.01226
GCA_000006945	GCA_029537315	0.26368	0.30708	0.05935
GCA_000006945	GCA_041080895	0.00000	0.00035	0.02636
GCA_000006945	GCA_041866875	0.26401	0.32258	0.05517
GCA_000006945	GCA_041927295	0.05838	0.04006	0.01226
GCA_000006945	GCA_041930315	0.31634	0.38852	0.07413
GCA_000006945	GCA_041930345	0.32005	0.39437	0.07413
GCA_000006945	GCA_045278205	0.07411	0.05230	0.05239
GCA_000006945	GCA_049544835	0.08519	0.05906	0.01226
GCA_000006945	GCA_050516495	0.42218	0.50264	0.05935
GCA_000006945	GCA_055901005	0.27501	0.36799	0.11762
GCA_000006945	GCA_056590175	0.06115	0.04506	0.01226
GCA_000006945	GCA_057836765	0.06056	0.04196	0.05517
GCA_000006945	GCA_058447365	0.27468	0.37331	0.08698
GCA_000006945	GCA_058447825	0.06016	0.03782	0.02636
GCA_000007545	GCA_000743055	0.36454	0.45201	0.06566
GCA_000007545	GCA_001558355	0.37030	0.45440	0.06215
GCA_000007545	GCA_003325135	0.46281	0.53531	0.05308
GCA_000007545	GCA_006365335	0.37071	0.45440	0.05100
GCA_000007545	GCA_006969245	0.39622	0.48223	0.10072
GCA_000007545	GCA_009729915	0.42035	0.51176	0.04134
GCA_000007545	GCA_009930675	0.39144	0.46941	0.13999
GCA_000007545	GCA_014334155	0.35966	0.44801	0.07873
GCA_000007545	GCA_014334215	0.40281	0.48184	0.09275
GCA_000007545	GCA_015565735	0.39101	0.49348	0.02703
GCA_000007545	GCA_016028495	0.37030	0.45690	0.06005
GCA_000007545	GCA_018460045	0.39797	0.47847	0.06005
GCA_000007545	GCA_020736345	0.39317	0.47276	0.08914
GCA_000007545	GCA_021474245	0.39972	0.47412	0.06566
GCA_000007545	GCA_021474285	0.40281	0.47964	0.05100
GCA_000007545	GCA_022533545	0.42035	0.47944	0.09564
GCA_000007545	GCA_022869965	0.37030	0.45440	0.06005
GCA_000007545	GCA_022870685	0.39884	0.47468	0.05100
GCA_000007545	GCA_023330725	0.40104	0.47829	0.05100
GCA_000007545	GCA_023330805	0.40281	0.47949	0.05100
GCA_000007545	GCA_023330845	0.40993	0.48495	0.05100
GCA_000007545	GCA_024364865	0.39884	0.47905	0.06566
GCA_000007545	GCA_024364905	0.39928	0.47793	0.06566
GCA_000007545	GCA_024364925	0.38843	0.46677	0.06566
GCA_000007545	GCA_024364945	0.39058	0.46920	0.06566
GCA_000007545	GCA_024365005	0.40104	0.48001	0.06566
GCA_000007545	GCA_028551175	0.41083	0.48059	0.06566
GCA_000007545	GCA_029537315	0.40060	0.45148	0.07130
GCA_000007545	GCA_041080895	0.37030	0.45496	0.05100
GCA_000007545	GCA_041866875	0.40413	0.46442	0.06005
GCA_000007545	GCA_041927295	0.37949	0.46415	0.06566
GCA_000007545	GCA_041930315	0.41398	0.48050	0.07697
GCA_000007545	GCA_041930345	0.41716	0.48652	0.07697
GCA_000007545	GCA_045278205	0.39231	0.47207	0.07769
GCA_000007545	GCA_049544835	0.40413	0.47951	0.06566
GCA_000007545	GCA_050516495	0.49459	0.53220	0.02703
GCA_000007545	GCA_055901005	0.38118	0.45651	0.08483
GCA_000007545	GCA_056590175	0.37949	0.46541	0.06566
GCA_000007545	GCA_057836765	0.37823	0.46224	0.06005
GCA_000007545	GCA_058447365	0.38373	0.46485	0.07697
GCA_000007545	GCA_058447825	0.37991	0.46186	0.05100
GCA_000743055	GCA_001558355	0.03491	0.02376	0.01795
GCA_000743055	GCA_003325135	0.39317	0.48750	0.07310
GCA_000743055	GCA_006365335	0.03546	0.02376	0.01393
GCA_000743055	GCA_006969245	0.29187	0.36930	0.08235
GCA_000743055	GCA_009729915	0.36413	0.46423	0.06112
GCA_000743055	GCA_009930675	0.05602	0.03732	0.09235
GCA_000743055	GCA_014334155	0.02382	0.01726	0.01226
GCA_000743055	GCA_014334215	0.06838	0.05028	0.02535
GCA_000743055	GCA_015565735	0.34177	0.44104	0.04652
GCA_000743055	GCA_016028495	0.03509	0.02560	0.04239
GCA_000743055	GCA_018460045	0.07042	0.05057	0.04239
GCA_000743055	GCA_020736345	0.05465	0.03972	0.04376
GCA_000743055	GCA_021474245	0.07123	0.04664	0.00000
GCA_000743055	GCA_021474285	0.07287	0.05228	0.01393
GCA_000743055	GCA_022533545	0.27704	0.33147	0.02806
GCA_000743055	GCA_022869965	0.03491	0.02376	0.04239
GCA_000743055	GCA_022870685	0.06981	0.04700	0.01393
GCA_000743055	GCA_023330725	0.07103	0.05076	0.01393
GCA_000743055	GCA_023330805	0.07246	0.05262	0.01393
GCA_000743055	GCA_023330845	0.08034	0.05659	0.01393
GCA_000743055	GCA_024364865	0.07062	0.05108	0.00000
GCA_000743055	GCA_024364905	0.07103	0.05072	0.00000
GCA_000743055	GCA_024364925	0.05426	0.03518	0.00000
GCA_000743055	GCA_024364945	0.05681	0.03741	0.00000
GCA_000743055	GCA_024365005	0.06940	0.04809	0.00000
GCA_000743055	GCA_028551175	0.07680	0.04816	0.00000
GCA_000743055	GCA_029537315	0.25682	0.30254	0.04652
GCA_000743055	GCA_041080895	0.03491	0.02412	0.01393
GCA_000743055	GCA_041866875	0.25877	0.31806	0.04239
GCA_000743055	GCA_041927295	0.04693	0.03284	0.00000
GCA_000743055	GCA_041930315	0.31229	0.38479	0.06112
GCA_000743055	GCA_041930345	0.31486	0.39069	0.06112
GCA_000743055	GCA_045278205	0.06235	0.04478	0.03964
GCA_000743055	GCA_049544835	0.07493	0.05160	0.00000
GCA_000743055	GCA_050516495	0.41761	0.50178	0.04652
GCA_000743055	GCA_055901005	0.27232	0.36317	0.10404
GCA_000743055	GCA_056590175	0.05019	0.03785	0.00000
GCA_000743055	GCA_057836765	0.04923	0.03436	0.04239
GCA_000743055	GCA_058447365	0.27199	0.37005	0.07380
GCA_000743055	GCA_058447825	0.04865	0.03022	0.01393
GCA_001558355	GCA_003325135	0.39928	0.49185	0.06956
GCA_001558355	GCA_006365335	0.00067	0.00000	0.03213
GCA_001558355	GCA_006969245	0.30179	0.38107	0.10185
GCA_001558355	GCA_009729915	0.37487	0.47086	0.05762
GCA_001558355	GCA_009930675	0.06737	0.04486	0.07305
GCA_001558355	GCA_014334155	0.01187	0.00720	0.03042
GCA_001558355	GCA_014334215	0.07888	0.05737	0.04376
GCA_001558355	GCA_015565735	0.34964	0.44738	0.04308
GCA_001558355	GCA_016028495	0.00033	0.00174	0.06112
GCA_001558355	GCA_018460045	0.08097	0.05804	0.06112
GCA_001558355	GCA_020736345	0.06636	0.04724	0.02535
GCA_001558355	GCA_021474245	0.08223	0.05378	0.01795
GCA_001558355	GCA_021474285	0.08350	0.05973	0.03213
GCA_001558355	GCA_022533545	0.27806	0.33589	0.04652
GCA_001558355	GCA_022869965	0.00000	0.00000	0.06112
GCA_001558355	GCA_022870685	0.08076	0.05450	0.03213
GCA_001558355	GCA_023330725	0.08181	0.05823	0.03213
GCA_001558355	GCA_023330805	0.08308	0.05973	0.03213
GCA_001558355	GCA_023330845	0.08904	0.06365	0.03213
GCA_001558355	GCA_024364865	0.08139	0.05820	0.01795
GCA_001558355	GCA_024364905	0.08202	0.05820	0.01795
GCA_001558355	GCA_024364925	0.06636	0.04276	0.01795
GCA_001558355	GCA_024364945	0.06859	0.04497	0.01795
GCA_001558355	GCA_024365005	0.08013	0.05556	0.01795
GCA_001558355	GCA_028551175	0.08562	0.05525	0.01795
GCA_001558355	GCA_029537315	0.26368	0.30708	0.02806
GCA_001558355	GCA_041080895	0.00000	0.00035	0.03213
GCA_001558355	GCA_041866875	0.26401	0.32258	0.06112
GCA_001558355	GCA_041927295	0.05838	0.04006	0.01795
GCA_001558355	GCA_041930315	0.31634	0.38852	0.04239
GCA_001558355	GCA_041930345	0.32005	0.39437	0.04239
GCA_001558355	GCA_045278205	0.07411	0.05230	0.05832
GCA_001558355	GCA_049544835	0.08519	0.05906	0.01795
GCA_001558355	GCA_050516495	0.42218	0.50264	0.04308
GCA_001558355	GCA_055901005	0.27501	0.36799	0.10040
GCA_001558355	GCA_056590175	0.06115	0.04506	0.01795
GCA_001558355	GCA_057836765	0.06056	0.04196	0.06112
GCA_001558355	GCA_058447365	0.27468	0.37331	0.07380
GCA_001558355	GCA_058447825	0.06016	0.03782	0.03213
GCA_003325135	GCA_006365335	0.39972	0.49185	0.05832
GCA_003325135	GCA_006969245	0.39884	0.48513	0.07168
GCA_003325135	GCA_009729915	0.30394	0.33019	0.03964
GCA_003325135	GCA_009930675	0.41579	0.50642	0.09163
GCA_003325135	GCA_014334155	0.38929	0.48568	0.08626
GCA_003325135	GCA_014334215	0.42541	0.51796	0.04652
GCA_003325135	GCA_015565735	0.26040	0.29203	0.02535
GCA_003325135	GCA_016028495	0.39972	0.49386	0.05832
GCA_003325135	GCA_018460045	0.42726	0.51690	0.05832
GCA_003325135	GCA_020736345	0.41807	0.50857	0.04308
GCA_003325135	GCA_021474245	0.42218	0.51099	0.07310
GCA_003325135	GCA_021474285	0.43099	0.51858	0.05832
GCA_003325135	GCA_022533545	0.41625	0.49794	0.08809
GCA_003325135	GCA_022869965	0.39928	0.49185	0.05832
GCA_003325135	GCA_022870685	0.42726	0.51381	0.05832
GCA_003325135	GCA_023330725	0.42912	0.51729	0.05832
GCA_003325135	GCA_023330805	0.43006	0.51798	0.05832
GCA_003325135	GCA_023330845	0.43853	0.52266	0.05832
GCA_003325135	GCA_024364865	0.42218	0.51420	0.07310
GCA_003325135	GCA_024364905	0.42218	0.51364	0.07310
GCA_003325135	GCA_024364925	0.41353	0.50284	0.07310
GCA_003325135	GCA_024364945	0.41579	0.50517	0.07310
GCA_003325135	GCA_024365005	0.42357	0.51566	0.07310
GCA_003325135	GCA_028551175	0.43474	0.51672	0.07310
GCA_003325135	GCA_029537315	0.42264	0.49970	0.06956
GCA_003325135	GCA_041080895	0.39928	0.49241	0.05832
GCA_003325135	GCA_041866875	0.40769	0.48499	0.04376
GCA_003325135	GCA_041927295	0.40502	0.50188	0.07310
GCA_003325135	GCA_041930315	0.40814	0.47903	0.06956
GCA_003325135	GCA_041930345	0.40859	0.48322	0.06956
