acc_a	acc_b	wgs_dist	brad_dist	s16_dist
GCA_001672035	GCA_001704315	0.25488	0.26045	0.07048
GCA_001672035	GCA_001704335	0.25488	0.25980	0.07048
GCA_001672035	GCA_002005385	0.21748	0.23937	0.02760
GCA_001672035	GCA_002220175	0.22979	0.24561	0.09512
GCA_001672035	GCA_002290185	0.24752	0.26734	0.05392
GCA_001672035	GCA_002576835	0.22435	0.22431	0.04711
GCA_001672035	GCA_002868775	0.20840	0.22784	0.05598
GCA_001672035	GCA_003345375	0.22015	0.25337	0.02760
GCA_001672035	GCA_004103495	0.23285	0.25255	0.04372
GCA_001672035	GCA_004103515	0.23531	0.25336	0.04169
GCA_001672035	GCA_004730965	0.24625	0.24593	0.07117
GCA_001672035	GCA_009762745	0.22827	0.23142	0.04169
GCA_001672035	GCA_009913655	0.21453	0.22027	0.04372
GCA_001672035	GCA_010586945	0.22827	0.23854	0.04169
GCA_001672035	GCA_013155145	0.23624	0.23695	0.04169
GCA_001672035	GCA_013487805	0.23255	0.25321	0.04169
GCA_001672035	GCA_014131735	0.21630	0.23877	0.04169
GCA_001672035	GCA_015693925	0.23010	0.25146	0.04169
GCA_001672035	GCA_017798305	0.22015	0.22846	0.04169
GCA_001672035	GCA_018351295	0.22827	0.23820	0.04169
GCA_001672035	GCA_023973045	0.22888	0.23227	0.04169
GCA_001672035	GCA_025144505	0.22224	0.22651	0.04169
GCA_001672035	GCA_026153115	0.21512	0.23421	0.02760
GCA_001672035	GCA_027557615	0.23010	0.25060	0.04169
GCA_001672035	GCA_028869445	0.24153	0.25627	0.04169
GCA_001672035	GCA_029814785	0.22949	0.25060	0.04169
GCA_001672035	GCA_029834415	0.22979	0.25060	0.07600
GCA_001672035	GCA_029855105	0.23997	0.25330	0.04169
GCA_001672035	GCA_030253605	0.21867	0.24119	0.04169
GCA_001672035	GCA_030297695	0.21365	0.24482	0.04169
GCA_001672035	GCA_031597175	0.21600	0.22448	0.05598
GCA_001672035	GCA_036255815	0.21719	0.22680	0.04169
GCA_001672035	GCA_039725565	0.22767	0.24681	0.04169
GCA_001672035	GCA_041531555	0.23531	0.24125	0.08026
GCA_001672035	GCA_044590115	0.21512	0.22898	0.05392
GCA_001672035	GCA_049177205	0.23903	0.24245	0.02760
GCA_001672035	GCA_049241955	0.20179	0.23989	0.05598
GCA_001672035	GCA_049330845	0.21748	0.22680	0.04169
GCA_001672035	GCA_049477935	0.24562	0.28382	0.05392
GCA_001672035	GCA_052692365	0.22374	0.26033	0.04169
GCA_001672035	GCA_055234055	0.19781	0.20715	0.02760
GCA_001672035	GCA_056175105	0.23501	0.25112	0.04169
