acc_a	acc_b	wgs_dist	brad_dist	s16_dist
GCA_000005845	GCA_000008865	0.47846	0.53989	0.02806
GCA_000005845	GCA_000010385	0.34964	0.39130	0.05275
GCA_000005845	GCA_000013265	0.66746	0.85238	0.11951
GCA_000005845	GCA_000019645	0.57838	0.71400	0.08235
GCA_000005845	GCA_000210475	0.18556	0.17840	0.07664
GCA_000005845	GCA_001721125	0.37655	0.39495	0.06744
GCA_000005845	GCA_002853715	0.57654	0.71375	0.10404
GCA_000005845	GCA_003018035	0.38458	0.41109	0.10844
GCA_000005845	GCA_003018455	0.40281	0.41142	0.06744
GCA_000005845	GCA_003697165	0.61592	0.81660	0.08881
GCA_000005845	GCA_014058445	0.39015	0.40580	0.16574
GCA_000005845	GCA_024300685	0.39058	0.40862	0.10844
GCA_000005845	GCA_027925505	0.39578	0.40962	0.10844
GCA_000005845	GCA_027925565	0.38757	0.40960	0.10844
GCA_000005845	GCA_027925745	0.40635	0.41702	0.08665
GCA_000005845	GCA_027925765	0.39015	0.41275	0.10844
GCA_000005845	GCA_027925785	0.38800	0.41472	0.10844
GCA_000005845	GCA_027925805	0.38415	0.41126	0.10844
GCA_000005845	GCA_027925825	0.39928	0.41849	0.10844
GCA_000005845	GCA_027925845	0.38288	0.40464	0.10543
GCA_000005845	GCA_032382315	0.26998	0.24620	0.07664
GCA_000005845	GCA_040571355	0.39015	0.41361	0.09169
GCA_000005845	GCA_044324875	0.64491	0.73907	0.04998
GCA_000005845	GCA_048568925	0.37865	0.40147	0.06815
GCA_000005845	GCA_048568945	0.40413	0.41586	0.06744
GCA_000005845	GCA_048568955	0.39622	0.41308	0.06744
GCA_000005845	GCA_048568965	0.39622	0.41308	0.06744
GCA_000005845	GCA_048568975	0.39884	0.41735	0.07097
GCA_000005845	GCA_048569005	0.38033	0.40713	0.06744
GCA_000005845	GCA_048569015	0.38757	0.41209	0.09169
GCA_000005845	GCA_048571305	0.38033	0.40713	0.09169
GCA_000005845	GCA_048571315	0.38160	0.39897	0.06744
GCA_000005845	GCA_048571415	0.38033	0.40829	0.09169
GCA_000005845	GCA_048571425	0.38757	0.41257	0.09169
GCA_000005845	GCA_048571515	0.37949	0.40081	0.09169
GCA_000005845	GCA_048571525	0.38076	0.40878	0.09169
GCA_000005845	GCA_048571565	0.40413	0.41586	0.06744
GCA_000005845	GCA_048571605	0.38203	0.40364	0.06744
GCA_000005845	GCA_048571635	0.38714	0.40414	0.06744
GCA_000005845	GCA_048571645	0.40591	0.41932	0.06744
GCA_000005845	GCA_048571655	0.37655	0.40430	0.09169
GCA_000005845	GCA_048571795	0.38160	0.40763	0.09169
GCA_000005845	GCA_048571805	0.38500	0.40596	0.06744
GCA_000005845	GCA_048571815	0.38203	0.40364	0.06744
GCA_000005845	GCA_048571825	0.38160	0.40912	0.09169
GCA_000005845	GCA_048571835	0.39187	0.41701	0.09169
GCA_000005845	GCA_051012485	0.40104	0.42699	0.06744
GCA_000005845	GCA_053078305	0.52000	0.55128	0.07664
GCA_000005845	GCA_055379255	0.39058	0.41561	0.06744
GCA_000008865	GCA_000010385	0.49406	0.58133	0.05275
GCA_000008865	GCA_000013265	0.72867	0.90146	0.10991
GCA_000008865	GCA_000019645	0.64907	0.75255	0.08235
GCA_000008865	GCA_000210475	0.51559	0.57474	0.07664
GCA_000008865	GCA_001721125	0.45737	0.56506	0.06744
GCA_000008865	GCA_002853715	0.64009	0.77462	0.10404
GCA_000008865	GCA_003018035	0.45199	0.56072	0.10844
GCA_000008865	GCA_003018455	0.47488	0.57385	0.06744
GCA_000008865	GCA_003697165	0.71764	0.88781	0.08881
GCA_000008865	GCA_014058445	0.46831	0.57751	0.16574
GCA_000008865	GCA_024300685	0.46580	0.56523	0.10844
GCA_000008865	GCA_027925505	0.46580	0.57401	0.10844
GCA_000008865	GCA_027925565	0.46431	0.57650	0.10844
GCA_000008865	GCA_027925745	0.48154	0.58541	0.08665
GCA_000008865	GCA_027925765	0.46431	0.57807	0.10844
GCA_000008865	GCA_027925785	0.46231	0.56661	0.10844
GCA_000008865	GCA_027925805	0.44859	0.56111	0.10844
GCA_000008865	GCA_027925825	0.46281	0.57613	0.10844
GCA_000008865	GCA_027925845	0.46132	0.56962	0.10543
GCA_000008865	GCA_032382315	0.57961	0.61724	0.07664
GCA_000008865	GCA_040571355	0.45984	0.57246	0.09169
GCA_000008865	GCA_044324875	0.69540	0.75339	0.04998
GCA_000008865	GCA_048568925	0.45443	0.56575	0.06815
GCA_000008865	GCA_048568945	0.47590	0.57808	0.06744
GCA_000008865	GCA_048568955	0.46381	0.57289	0.06744
GCA_000008865	GCA_048568965	0.46381	0.57289	0.06744
GCA_000008865	GCA_048568975	0.47846	0.58863	0.07097
GCA_000008865	GCA_048569005	0.45394	0.56500	0.06744
GCA_000008865	GCA_048569015	0.45885	0.56964	0.09169
GCA_000008865	GCA_048571305	0.45492	0.56222	0.09169
GCA_000008865	GCA_048571315	0.46132	0.57001	0.06744
GCA_000008865	GCA_048571415	0.45934	0.56730	0.09169
GCA_000008865	GCA_048571425	0.46431	0.57662	0.09169
GCA_000008865	GCA_048571515	0.46281	0.56542	0.09169
GCA_000008865	GCA_048571525	0.46381	0.57580	0.09169
GCA_000008865	GCA_048571565	0.47590	0.57808	0.06744
GCA_000008865	GCA_048571605	0.45737	0.55653	0.06744
GCA_000008865	GCA_048571635	0.46731	0.56747	0.06744
GCA_000008865	GCA_048571645	0.47488	0.57209	0.06744
GCA_000008865	GCA_048571655	0.45639	0.56732	0.09169
GCA_000008865	GCA_048571795	0.45247	0.56341	0.09169
GCA_000008865	GCA_048571805	0.46831	0.56865	0.06744
GCA_000008865	GCA_048571815	0.45737	0.55653	0.06744
GCA_000008865	GCA_048571825	0.45836	0.57096	0.09169
GCA_000008865	GCA_048571835	0.46281	0.58029	0.09169
GCA_000008865	GCA_051012485	0.51285	0.60256	0.06744
GCA_000008865	GCA_053078305	0.40903	0.43299	0.07664
